Survey,Year,Quarter,Area,AphiaID,Species,LngtClass,CPUE_number_per_hour
BITS,1991,1,24,126436,Gadus morhua,410,0.777344
BITS,1991,1,24,126436,Gadus morhua,420,0.794422
BITS,1991,1,24,126436,Gadus morhua,430,0.606208
BITS,1991,1,24,126436,Gadus morhua,440,0.366363
BITS,1991,1,24,126436,Gadus morhua,450,0.986728
BITS,1991,1,24,126436,Gadus morhua,460,0.647839
BITS,1991,1,24,126436,Gadus morhua,470,0.615214
BITS,1991,1,24,126436,Gadus morhua,480,0.659174
BITS,1991,1,24,126436,Gadus morhua,490,0.736234
BITS,1991,1,24,126436,Gadus morhua,500,0.830656
BITS,1991,1,24,126436,Gadus morhua,510,0.708783
BITS,1991,1,24,126436,Gadus morhua,520,0.665384
BITS,1991,1,24,126436,Gadus morhua,530,0.676465
BITS,1991,1,24,126436,Gadus morhua,540,0.633142
BITS,1991,1,24,126436,Gadus morhua,550,0.283864
BITS,1991,1,24,126436,Gadus morhua,560,0.427568
BITS,1991,1,24,126436,Gadus morhua,570,0.43321
BITS,1991,1,24,126436,Gadus morhua,580,0.500731
BITS,1991,1,24,126436,Gadus morhua,590,0.350056
BITS,1991,1,24,126436,Gadus morhua,600,0.244395
BITS,1991,1,24,126436,Gadus morhua,610,0.114889
BITS,1991,1,24,126436,Gadus morhua,620,0.043047
BITS,1991,1,24,126436,Gadus morhua,630,0.072543
BITS,1991,1,24,126436,Gadus morhua,640,0.079186
BITS,1991,1,24,126436,Gadus morhua,650,0.036138
BITS,1991,1,24,126436,Gadus morhua,660,0.085829
BITS,1991,1,24,126436,Gadus morhua,710,0.14296
BITS,1991,1,24,126436,Gadus morhua,730,0.043047
BITS,1991,1,24,126436,Gadus morhua,750,0.062613
BITS,1991,1,24,126436,Gadus morhua,760,0.020726
BITS,1991,1,24,126436,Gadus morhua,810,0.020726
BITS,1991,1,24,126436,Gadus morhua,840,0.073002
BITS,1991,1,24,126436,Gadus morhua,860,0.063774
BITS,1991,1,24,126436,Gadus morhua,930,0.020726
BITS,1991,1,25,126436,Gadus morhua,0,0
BITS,1991,1,25,126436,Gadus morhua,70,0.153113
BITS,1991,1,25,126436,Gadus morhua,80,0.2369
BITS,1991,1,25,126436,Gadus morhua,90,0.533322
BITS,1991,1,25,126436,Gadus morhua,100,0.295833
BITS,1991,1,25,126436,Gadus morhua,110,0.229638
BITS,1991,1,25,126436,Gadus morhua,120,0.816153
BITS,1991,1,25,126436,Gadus morhua,130,0.294995
BITS,1991,1,25,126436,Gadus morhua,140,0.319113
BITS,1991,1,25,126436,Gadus morhua,150,0.288803
BITS,1991,1,25,126436,Gadus morhua,160,0.148766
BITS,1991,1,25,126436,Gadus morhua,170,0.058742
BITS,1991,1,25,126436,Gadus morhua,180,0.033984
BITS,1991,1,25,126436,Gadus morhua,190,0.055493
BITS,1991,1,25,126436,Gadus morhua,200,0.024757
BITS,1991,1,25,126436,Gadus morhua,210,0.017355
BITS,1991,1,25,126436,Gadus morhua,220,0.067986
BITS,1991,1,25,126436,Gadus morhua,230,0.040681
BITS,1991,1,25,126436,Gadus morhua,240,0.117365
BITS,1991,1,25,126436,Gadus morhua,250,0.348991
BITS,1991,1,25,126436,Gadus morhua,260,0.598788
BITS,1991,1,25,126436,Gadus morhua,270,0.927115
BITS,1991,1,25,126436,Gadus morhua,280,2.045115
BITS,1991,1,25,126436,Gadus morhua,290,3.251453
BITS,1991,1,25,126436,Gadus morhua,300,3.796402
BITS,1991,1,25,126436,Gadus morhua,310,4.91418
BITS,1991,1,25,126436,Gadus morhua,320,4.47816
BITS,1991,1,25,126436,Gadus morhua,330,4.581271
BITS,1991,1,25,126436,Gadus morhua,340,5.280464
BITS,1991,1,25,126436,Gadus morhua,350,4.702423
BITS,1991,1,25,126436,Gadus morhua,360,4.821549
BITS,1991,1,25,126436,Gadus morhua,370,4.720607
BITS,1991,1,25,126436,Gadus morhua,380,4.552909
BITS,1991,1,25,126436,Gadus morhua,390,2.93091
BITS,1991,1,25,126436,Gadus morhua,400,4.674084
BITS,1991,1,25,126436,Gadus morhua,410,4.426818
BITS,1991,1,25,126436,Gadus morhua,420,3.98756
BITS,1991,1,25,126436,Gadus morhua,430,5.796337
BITS,1991,1,25,126436,Gadus morhua,440,6.101871
BITS,1991,1,25,126436,Gadus morhua,450,6.163202
BITS,1991,1,25,126436,Gadus morhua,460,6.859245
BITS,1991,1,25,126436,Gadus morhua,470,8.53969
BITS,1991,1,25,126436,Gadus morhua,480,10.512279
BITS,1991,1,25,126436,Gadus morhua,490,6.48025
BITS,1991,1,25,126436,Gadus morhua,500,5.871805
BITS,1991,1,25,126436,Gadus morhua,510,4.284621
BITS,1991,1,25,126436,Gadus morhua,520,4.394783
BITS,1991,1,25,126436,Gadus morhua,530,3.48107
BITS,1991,1,25,126436,Gadus morhua,540,3.692925
BITS,1991,1,25,126436,Gadus morhua,550,2.072668
BITS,1991,1,25,126436,Gadus morhua,560,2.949132
BITS,1991,1,25,126436,Gadus morhua,570,1.245629
BITS,1991,1,25,126436,Gadus morhua,580,0.990993
BITS,1991,1,25,126436,Gadus morhua,590,0.666584
BITS,1991,1,25,126436,Gadus morhua,600,1.707432
BITS,1991,1,25,126436,Gadus morhua,610,0.412888
BITS,1991,1,25,126436,Gadus morhua,620,0.334228
BITS,1991,1,25,126436,Gadus morhua,630,0.171822
BITS,1991,1,25,126436,Gadus morhua,640,0.374985
BITS,1991,1,25,126436,Gadus morhua,650,0.228136
BITS,1991,1,25,126436,Gadus morhua,660,0.119173
BITS,1991,1,25,126436,Gadus morhua,670,0.038383
BITS,1991,1,25,126436,Gadus morhua,680,0.248213
BITS,1991,1,25,126436,Gadus morhua,690,0.084604
BITS,1991,1,25,126436,Gadus morhua,700,0.161052
BITS,1991,1,25,126436,Gadus morhua,710,0.259632
BITS,1991,1,25,126436,Gadus morhua,720,0.270362
BITS,1991,1,25,126436,Gadus morhua,730,0.058045
BITS,1991,1,25,126436,Gadus morhua,740,0.07336
BITS,1991,1,25,126436,Gadus morhua,750,0.077708
BITS,1991,1,25,126436,Gadus morhua,770,0.090584
BITS,1991,1,25,126436,Gadus morhua,780,0.139204
BITS,1991,1,25,126436,Gadus morhua,790,0.043981
BITS,1991,1,25,126436,Gadus morhua,800,0.06212
BITS,1991,1,25,126436,Gadus morhua,810,0.103906
BITS,1991,1,25,126436,Gadus morhua,820,0.013322
BITS,1991,1,25,126436,Gadus morhua,830,0.090584
BITS,1991,1,25,126436,Gadus morhua,840,0.013322
BITS,1991,1,25,126436,Gadus morhua,850,0.04455
BITS,1991,1,25,126436,Gadus morhua,860,0.043981
BITS,1991,1,25,126436,Gadus morhua,870,0.010923
BITS,1991,1,25,126436,Gadus morhua,880,0.027459
BITS,1991,1,25,126436,Gadus morhua,890,0.013322
BITS,1991,1,25,126436,Gadus morhua,920,0.013322
BITS,1991,1,25,126436,Gadus morhua,940,0.090584
BITS,1991,1,25,126436,Gadus morhua,960,0.010923
BITS,1991,1,25,126436,Gadus morhua,1080,0.022618
BITS,1991,1,26,126436,Gadus morhua,0,0
BITS,1991,1,26,126436,Gadus morhua,50,0.310911
BITS,1991,1,26,126436,Gadus morhua,60,0.472106
BITS,1991,1,26,126436,Gadus morhua,70,0.686226
BITS,1991,1,26,126436,Gadus morhua,80,0.997492
BITS,1991,1,26,126436,Gadus morhua,90,1.192115
BITS,1991,1,26,126436,Gadus morhua,100,1.257125
BITS,1991,1,26,126436,Gadus morhua,110,1.23515
BITS,1991,1,26,126436,Gadus morhua,120,0.851996
BITS,1991,1,26,126436,Gadus morhua,130,0.562273
BITS,1991,1,26,126436,Gadus morhua,140,0.815137
BITS,1991,1,26,126436,Gadus morhua,150,0.335751
BITS,1991,1,26,126436,Gadus morhua,160,0.279172
BITS,1991,1,26,126436,Gadus morhua,170,0.161318
BITS,1991,1,26,126436,Gadus morhua,180,0.075747
BITS,1991,1,26,126436,Gadus morhua,190,0.034766
BITS,1991,1,26,126436,Gadus morhua,200,0.096101
BITS,1991,1,26,126436,Gadus morhua,210,0.135391
BITS,1991,1,26,126436,Gadus morhua,220,0.119058
BITS,1991,1,26,126436,Gadus morhua,230,0.206238
BITS,1991,1,26,126436,Gadus morhua,240,0.23903
BITS,1991,1,26,126436,Gadus morhua,250,0.185961
BITS,1991,1,26,126436,Gadus morhua,260,0.373282
BITS,1991,1,26,126436,Gadus morhua,270,0.422646
BITS,1991,1,26,126436,Gadus morhua,280,0.620427
BITS,1991,1,26,126436,Gadus morhua,290,1.061974
BITS,1991,1,26,126436,Gadus morhua,300,1.183096
BITS,1991,1,26,126436,Gadus morhua,310,1.617431
BITS,1991,1,26,126436,Gadus morhua,320,2.524052
BITS,1991,1,26,126436,Gadus morhua,330,2.616286
BITS,1991,1,26,126436,Gadus morhua,340,3.705972
BITS,1991,1,26,126436,Gadus morhua,350,3.907632
BITS,1991,1,26,126436,Gadus morhua,360,4.05389
BITS,1991,1,26,126436,Gadus morhua,370,4.7628
BITS,1991,1,26,126436,Gadus morhua,380,4.592539
BITS,1991,1,26,126436,Gadus morhua,390,3.784373
BITS,1991,1,26,126436,Gadus morhua,400,3.382027
BITS,1991,1,26,126436,Gadus morhua,410,2.885529
BITS,1991,1,26,126436,Gadus morhua,420,2.737082
BITS,1991,1,26,126436,Gadus morhua,430,2.879825
BITS,1991,1,26,126436,Gadus morhua,440,2.41412
BITS,1991,1,26,126436,Gadus morhua,450,2.659999
BITS,1991,1,26,126436,Gadus morhua,460,3.361256
BITS,1991,1,26,126436,Gadus morhua,470,2.874011
BITS,1991,1,26,126436,Gadus morhua,480,4.979505
BITS,1991,1,26,126436,Gadus morhua,490,4.392952
BITS,1991,1,26,126436,Gadus morhua,500,4.125381
BITS,1991,1,26,126436,Gadus morhua,510,5.024004
BITS,1991,1,26,126436,Gadus morhua,520,4.881578
BITS,1991,1,26,126436,Gadus morhua,530,3.978891
BITS,1991,1,26,126436,Gadus morhua,540,3.392675
BITS,1991,1,26,126436,Gadus morhua,550,3.241401
BITS,1991,1,26,126436,Gadus morhua,560,3.012715
BITS,1991,1,26,126436,Gadus morhua,570,2.399883
BITS,1991,1,26,126436,Gadus morhua,580,3.01905
BITS,1991,1,26,126436,Gadus morhua,590,1.4434
BITS,1991,1,26,126436,Gadus morhua,600,2.049478
BITS,1991,1,26,126436,Gadus morhua,610,1.552038
BITS,1991,1,26,126436,Gadus morhua,620,1.485209
BITS,1991,1,26,126436,Gadus morhua,630,1.103562
BITS,1991,1,26,126436,Gadus morhua,640,1.380874
BITS,1991,1,26,126436,Gadus morhua,650,1.106315
BITS,1991,1,26,126436,Gadus morhua,660,0.761982
BITS,1991,1,26,126436,Gadus morhua,670,0.855902
BITS,1991,1,26,126436,Gadus morhua,680,0.995416
BITS,1991,1,26,126436,Gadus morhua,690,1.170998
BITS,1991,1,26,126436,Gadus morhua,700,0.993928
BITS,1991,1,26,126436,Gadus morhua,710,0.734746
BITS,1991,1,26,126436,Gadus morhua,720,0.72165
BITS,1991,1,26,126436,Gadus morhua,730,0.516378
BITS,1991,1,26,126436,Gadus morhua,740,0.490461
BITS,1991,1,26,126436,Gadus morhua,750,0.738805
BITS,1991,1,26,126436,Gadus morhua,760,0.308101
BITS,1991,1,26,126436,Gadus morhua,770,0.434577
BITS,1991,1,26,126436,Gadus morhua,780,0.12188
BITS,1991,1,26,126436,Gadus morhua,790,0.36208
BITS,1991,1,26,126436,Gadus morhua,800,0.268039
BITS,1991,1,26,126436,Gadus morhua,810,0.132505
BITS,1991,1,26,126436,Gadus morhua,820,0.241972
BITS,1991,1,26,126436,Gadus morhua,830,0.251846
BITS,1991,1,26,126436,Gadus morhua,840,0.220107
BITS,1991,1,26,126436,Gadus morhua,850,0.116878
BITS,1991,1,26,126436,Gadus morhua,860,0.026956
BITS,1991,1,26,126436,Gadus morhua,870,0.195962
BITS,1991,1,26,126436,Gadus morhua,890,0.033497
BITS,1991,1,26,126436,Gadus morhua,900,0.158921
BITS,1991,1,26,126436,Gadus morhua,910,0.061761
BITS,1991,1,26,126436,Gadus morhua,930,0.04906
BITS,1991,1,26,126436,Gadus morhua,940,0.015562
BITS,1991,1,26,126436,Gadus morhua,950,0.059757
BITS,1991,1,26,126436,Gadus morhua,960,0.0163
BITS,1991,1,26,126436,Gadus morhua,970,0.026956
BITS,1991,1,26,126436,Gadus morhua,980,0.04906
BITS,1991,1,26,126436,Gadus morhua,1030,0.033497
BITS,1991,1,26,126436,Gadus morhua,1060,0.015562
BITS,1991,1,26,126436,Gadus morhua,1100,0.015562
BITS,1991,1,27,126436,Gadus morhua,0,0
BITS,1991,1,28,126436,Gadus morhua,0,0
BITS,1991,1,28,126436,Gadus morhua,270,0.296338
BITS,1991,1,28,126436,Gadus morhua,280,0.28908
BITS,1991,1,28,126436,Gadus morhua,290,0.67312
BITS,1991,1,28,126436,Gadus morhua,300,0.593036
BITS,1991,1,28,126436,Gadus morhua,310,2.054269
BITS,1991,1,28,126436,Gadus morhua,320,3.269185
BITS,1991,1,28,126436,Gadus morhua,330,4.815733
BITS,1991,1,28,126436,Gadus morhua,340,6.691766
BITS,1991,1,28,126436,Gadus morhua,350,4.704729
BITS,1991,1,28,126436,Gadus morhua,360,5.808706
BITS,1991,1,28,126436,Gadus morhua,370,5.274811
BITS,1991,1,28,126436,Gadus morhua,380,4.400342
BITS,1991,1,28,126436,Gadus morhua,390,3.410435
BITS,1991,1,28,126436,Gadus morhua,400,3.091569
BITS,1991,1,28,126436,Gadus morhua,410,3.796432
BITS,1991,1,28,126436,Gadus morhua,420,2.068787
BITS,1991,1,28,126436,Gadus morhua,430,3.076624
BITS,1991,1,28,126436,Gadus morhua,440,2.625908
BITS,1991,1,28,126436,Gadus morhua,450,2.204924
BITS,1991,1,28,126436,Gadus morhua,460,2.753556
BITS,1991,1,28,126436,Gadus morhua,470,3.576626
BITS,1991,1,28,126436,Gadus morhua,480,2.576917
BITS,1991,1,28,126436,Gadus morhua,490,3.590423
BITS,1991,1,28,126436,Gadus morhua,500,4.020013
BITS,1991,1,28,126436,Gadus morhua,510,2.31401
BITS,1991,1,28,126436,Gadus morhua,520,2.765601
BITS,1991,1,28,126436,Gadus morhua,530,3.240857
BITS,1991,1,28,126436,Gadus morhua,540,3.818498
BITS,1991,1,28,126436,Gadus morhua,550,2.060412
BITS,1991,1,28,126436,Gadus morhua,560,1.950284
BITS,1991,1,28,126436,Gadus morhua,570,3.839522
BITS,1991,1,28,126436,Gadus morhua,580,3.063342
BITS,1991,1,28,126436,Gadus morhua,590,0.761211
BITS,1991,1,28,126436,Gadus morhua,600,3.154032
BITS,1991,1,28,126436,Gadus morhua,610,3.643806
BITS,1991,1,28,126436,Gadus morhua,620,1.763714
BITS,1991,1,28,126436,Gadus morhua,630,1.134802
BITS,1991,1,28,126436,Gadus morhua,640,1.09398
BITS,1991,1,28,126436,Gadus morhua,650,1.413105
BITS,1991,1,28,126436,Gadus morhua,660,2.066467
BITS,1991,1,28,126436,Gadus morhua,670,0.323067
BITS,1991,1,28,126436,Gadus morhua,680,2.298088
BITS,1991,1,28,126436,Gadus morhua,690,0.925805
BITS,1991,1,28,126436,Gadus morhua,710,0.538931
BITS,1991,1,28,126436,Gadus morhua,720,1.093619
BITS,1991,1,28,126436,Gadus morhua,730,0.972683
BITS,1991,1,28,126436,Gadus morhua,740,0.884982
BITS,1991,1,28,126436,Gadus morhua,750,1.127215
BITS,1991,1,28,126436,Gadus morhua,760,0.0877
BITS,1991,1,28,126436,Gadus morhua,770,0.0877
BITS,1991,1,28,126436,Gadus morhua,780,0.662702
BITS,1991,1,28,126436,Gadus morhua,790,0.662702
BITS,1991,1,28,126436,Gadus morhua,800,0.376812
BITS,1991,3,24,126436,Gadus morhua,180,0.059788
BITS,1991,3,24,126436,Gadus morhua,200,0.058459
BITS,1991,3,24,126436,Gadus morhua,210,0.058459
BITS,1991,3,24,126436,Gadus morhua,320,0.058459
BITS,1991,3,24,126436,Gadus morhua,330,0.058459
BITS,1991,3,24,126436,Gadus morhua,340,0.058459
BITS,1991,3,24,126436,Gadus morhua,350,0.058459
BITS,1991,3,24,126436,Gadus morhua,360,0.058459
BITS,1991,3,24,126436,Gadus morhua,380,0.175379
BITS,1991,3,24,126436,Gadus morhua,390,0.058459
BITS,1991,3,24,126436,Gadus morhua,400,0.175379
BITS,1991,3,24,126436,Gadus morhua,410,0.058459
BITS,1991,3,24,126436,Gadus morhua,420,0.233838
BITS,1991,3,24,126436,Gadus morhua,430,0.292298
BITS,1991,3,24,126436,Gadus morhua,440,0.175379
BITS,1991,3,24,126436,Gadus morhua,450,0.292298
BITS,1991,3,24,126436,Gadus morhua,460,0.058459
BITS,1991,3,24,126436,Gadus morhua,470,0.058459
BITS,1991,3,24,126436,Gadus morhua,490,0.058459
BITS,1991,3,24,126436,Gadus morhua,510,0.058459
BITS,1991,3,24,126436,Gadus morhua,530,0.058459
BITS,1991,3,24,126436,Gadus morhua,540,0.058459
BITS,1991,3,24,126436,Gadus morhua,580,0.058459
BITS,1991,3,24,126436,Gadus morhua,630,0.058459
BITS,1991,3,24,126436,Gadus morhua,650,0.058459
BITS,1991,3,24,126436,Gadus morhua,710,0.058459
BITS,1991,3,24,126436,Gadus morhua,730,0.058459
BITS,1991,3,25,126436,Gadus morhua,120,0.272337
BITS,1991,3,25,126436,Gadus morhua,130,0.544674
BITS,1991,3,25,126436,Gadus morhua,140,3.268046
BITS,1991,3,25,126436,Gadus morhua,150,0.393214
BITS,1991,3,25,126436,Gadus morhua,160,0.699047
BITS,1991,3,25,126436,Gadus morhua,170,0.585539
BITS,1991,3,25,126436,Gadus morhua,180,1.319387
BITS,1991,3,25,126436,Gadus morhua,190,0.969863
BITS,1991,3,25,126436,Gadus morhua,200,1.290182
BITS,1991,3,25,126436,Gadus morhua,210,2.221314
BITS,1991,3,25,126436,Gadus morhua,220,1.623573
BITS,1991,3,25,126436,Gadus morhua,230,1.418341
BITS,1991,3,25,126436,Gadus morhua,240,1.016709
BITS,1991,3,25,126436,Gadus morhua,250,0.358815
BITS,1991,3,25,126436,Gadus morhua,260,0.170975
BITS,1991,3,25,126436,Gadus morhua,270,0.256317
BITS,1991,3,25,126436,Gadus morhua,280,0.299134
BITS,1991,3,25,126436,Gadus morhua,290,0.572316
BITS,1991,3,25,126436,Gadus morhua,300,0.965352
BITS,1991,3,25,126436,Gadus morhua,310,1.264486
BITS,1991,3,25,126436,Gadus morhua,320,3.503228
BITS,1991,3,25,126436,Gadus morhua,330,3.998706
BITS,1991,3,25,126436,Gadus morhua,340,3.66528
BITS,1991,3,25,126436,Gadus morhua,350,3.878872
BITS,1991,3,25,126436,Gadus morhua,360,3.357677
BITS,1991,3,25,126436,Gadus morhua,370,3.785005
BITS,1991,3,25,126436,Gadus morhua,380,2.546144
BITS,1991,3,25,126436,Gadus morhua,390,2.127467
BITS,1991,3,25,126436,Gadus morhua,400,1.751732
BITS,1991,3,25,126436,Gadus morhua,410,1.546626
BITS,1991,3,25,126436,Gadus morhua,420,1.196371
BITS,1991,3,25,126436,Gadus morhua,430,1.119298
BITS,1991,3,25,126436,Gadus morhua,440,1.170383
BITS,1991,3,25,126436,Gadus morhua,450,0.717666
BITS,1991,3,25,126436,Gadus morhua,460,0.572643
BITS,1991,3,25,126436,Gadus morhua,470,0.478469
BITS,1991,3,25,126436,Gadus morhua,480,0.520994
BITS,1991,3,25,126436,Gadus morhua,490,0.666581
BITS,1991,3,25,126436,Gadus morhua,500,0.281742
BITS,1991,3,25,126436,Gadus morhua,510,0.290337
BITS,1991,3,25,126436,Gadus morhua,520,0.187839
BITS,1991,3,25,126436,Gadus morhua,530,0.239216
BITS,1991,3,25,126436,Gadus morhua,540,0.179571
BITS,1991,3,25,126436,Gadus morhua,550,0.111057
BITS,1991,3,25,126436,Gadus morhua,560,0.102497
BITS,1991,3,25,126436,Gadus morhua,570,0.034256
BITS,1991,3,25,126436,Gadus morhua,580,0.034256
BITS,1991,3,25,126436,Gadus morhua,590,0.111057
BITS,1991,3,25,126436,Gadus morhua,620,0.034256
BITS,1991,3,25,126436,Gadus morhua,650,0.068241
BITS,1991,3,25,126436,Gadus morhua,660,0.034256
BITS,1991,3,25,126436,Gadus morhua,670,0.042816
BITS,1991,3,25,126436,Gadus morhua,690,0.042816
BITS,1991,3,25,126436,Gadus morhua,710,0.034256
BITS,1991,3,25,126436,Gadus morhua,790,0.042816
BITS,1991,3,25,126436,Gadus morhua,800,0.034256
BITS,1991,3,25,126436,Gadus morhua,830,0.034256
BITS,1991,3,25,126436,Gadus morhua,840,0.034256
BITS,1991,3,25,126436,Gadus morhua,850,0.068241
BITS,1991,3,25,126436,Gadus morhua,940,0.042816
BITS,1991,3,25,126436,Gadus morhua,1080,0.034256
BITS,1991,3,25,126436,Gadus morhua,1200,0.034256
BITS,1991,3,26,126436,Gadus morhua,0,0
BITS,1991,3,26,126436,Gadus morhua,140,0.016164
BITS,1991,3,26,126436,Gadus morhua,150,0.082585
BITS,1991,3,26,126436,Gadus morhua,160,0.145478
BITS,1991,3,26,126436,Gadus morhua,170,0.402344
BITS,1991,3,26,126436,Gadus morhua,180,0.414835
BITS,1991,3,26,126436,Gadus morhua,190,0.637174
BITS,1991,3,26,126436,Gadus morhua,200,0.813256
BITS,1991,3,26,126436,Gadus morhua,210,0.89404
BITS,1991,3,26,126436,Gadus morhua,220,0.536411
BITS,1991,3,26,126436,Gadus morhua,230,0.364579
BITS,1991,3,26,126436,Gadus morhua,240,0.366342
BITS,1991,3,26,126436,Gadus morhua,250,0.331074
