Survey,Year,Quarter,Area,AphiaID,Species,LngtClass,CPUE_number_per_hour
NS-IBTS,1965,2,7,126417,Clupea harengus,135,137.666666
NS-IBTS,1965,2,7,126417,Clupea harengus,140,329.333333
NS-IBTS,1965,2,7,126417,Clupea harengus,145,663
NS-IBTS,1965,2,7,126417,Clupea harengus,150,818.333333
NS-IBTS,1965,2,7,126417,Clupea harengus,155,639
NS-IBTS,1965,2,7,126417,Clupea harengus,160,564.166666
NS-IBTS,1965,2,7,126417,Clupea harengus,165,445.666666
NS-IBTS,1965,2,7,126417,Clupea harengus,170,288.666666
NS-IBTS,1965,2,7,126417,Clupea harengus,175,200
NS-IBTS,1965,2,7,126417,Clupea harengus,180,147.5
NS-IBTS,1965,2,6,126417,Clupea harengus,100,0.8
NS-IBTS,1965,2,6,126417,Clupea harengus,105,0.35
NS-IBTS,1965,2,6,126417,Clupea harengus,110,3.3
NS-IBTS,1965,2,6,126417,Clupea harengus,115,11.7
NS-IBTS,1965,2,6,126417,Clupea harengus,120,43.699999
NS-IBTS,1965,2,6,126417,Clupea harengus,125,91.049999
NS-IBTS,1965,2,6,126417,Clupea harengus,130,186.049999
NS-IBTS,1965,2,6,126417,Clupea harengus,135,209.15
NS-IBTS,1965,2,6,126417,Clupea harengus,140,324.5
NS-IBTS,1965,2,6,126417,Clupea harengus,145,406.2
NS-IBTS,1965,2,6,126417,Clupea harengus,150,408.55
NS-IBTS,1965,2,6,126417,Clupea harengus,155,456.35
NS-IBTS,1965,2,6,126417,Clupea harengus,160,275.55
NS-IBTS,1965,2,6,126417,Clupea harengus,165,207.649999
NS-IBTS,1965,2,6,126417,Clupea harengus,170,123.699999
NS-IBTS,1965,2,6,126417,Clupea harengus,175,67.099999
NS-IBTS,1965,2,6,126417,Clupea harengus,180,51.95
NS-IBTS,1965,2,6,126417,Clupea harengus,185,25.6
NS-IBTS,1965,2,6,126417,Clupea harengus,190,4.999999
NS-IBTS,1965,2,6,126417,Clupea harengus,195,1.55
NS-IBTS,1965,2,6,126417,Clupea harengus,200,1.3
NS-IBTS,1965,2,6,126417,Clupea harengus,205,0.1
NS-IBTS,1965,2,6,126417,Clupea harengus,210,0.35
NS-IBTS,1965,2,6,126417,Clupea harengus,220,0.1
NS-IBTS,1965,2,6,126417,Clupea harengus,235,0.1
NS-IBTS,1965,2,6,126417,Clupea harengus,240,0.1
NS-IBTS,1965,2,6,126417,Clupea harengus,245,0.35
NS-IBTS,1965,2,6,126417,Clupea harengus,250,0.45
NS-IBTS,1965,2,6,126417,Clupea harengus,255,1.75
NS-IBTS,1965,2,6,126417,Clupea harengus,260,3.55
NS-IBTS,1965,2,6,126417,Clupea harengus,265,1.65
NS-IBTS,1965,2,6,126417,Clupea harengus,270,1.55
NS-IBTS,1965,2,6,126417,Clupea harengus,275,1.9
NS-IBTS,1965,2,6,126417,Clupea harengus,280,1.25
NS-IBTS,1965,2,6,126417,Clupea harengus,285,0.55
NS-IBTS,1965,2,6,126417,Clupea harengus,290,0.35
NS-IBTS,1965,2,6,126417,Clupea harengus,300,0.65
NS-IBTS,1965,2,6,126417,Clupea harengus,305,0.1
NS-IBTS,1965,2,6,126417,Clupea harengus,310,0.1
NS-IBTS,1965,2,6,126425,Sprattus sprattus,60,12.6
NS-IBTS,1965,2,6,126425,Sprattus sprattus,65,19.8
NS-IBTS,1965,2,6,126425,Sprattus sprattus,70,154.2
NS-IBTS,1965,2,6,126425,Sprattus sprattus,75,257.299999
NS-IBTS,1965,2,6,126425,Sprattus sprattus,80,653.599999
NS-IBTS,1965,2,6,126425,Sprattus sprattus,85,915.6
NS-IBTS,1965,2,6,126425,Sprattus sprattus,90,800.699999
NS-IBTS,1965,2,6,126425,Sprattus sprattus,95,469.7
NS-IBTS,1965,2,6,126425,Sprattus sprattus,100,270.7
NS-IBTS,1965,2,6,126425,Sprattus sprattus,105,296.1
NS-IBTS,1965,2,6,126425,Sprattus sprattus,110,545.3
NS-IBTS,1965,2,6,126425,Sprattus sprattus,115,540.9
NS-IBTS,1965,2,7,126417,Clupea harengus,185,68.5
NS-IBTS,1965,2,7,126417,Clupea harengus,190,38.666666
NS-IBTS,1965,2,7,126417,Clupea harengus,195,5.333333
NS-IBTS,1965,2,7,126417,Clupea harengus,200,5.666666
NS-IBTS,1965,2,7,126417,Clupea harengus,205,19
NS-IBTS,1965,2,7,126417,Clupea harengus,215,6.666666
NS-IBTS,1965,2,7,126417,Clupea harengus,220,5.666666
NS-IBTS,1965,2,7,126417,Clupea harengus,235,5.666666
NS-IBTS,1965,2,7,126425,Sprattus sprattus,0,0
NS-IBTS,1965,2,7,126425,Sprattus sprattus,75,22.5
NS-IBTS,1965,2,7,126425,Sprattus sprattus,80,15
NS-IBTS,1965,2,7,126425,Sprattus sprattus,85,37.5
NS-IBTS,1965,2,7,126425,Sprattus sprattus,90,75
NS-IBTS,1965,2,7,126425,Sprattus sprattus,95,30
NS-IBTS,1965,2,7,126425,Sprattus sprattus,100,7.5
NS-IBTS,1965,2,7,126425,Sprattus sprattus,115,7.5
NS-IBTS,1965,2,7,126425,Sprattus sprattus,120,7.5
NS-IBTS,1965,2,7,126425,Sprattus sprattus,125,22.5
NS-IBTS,1965,2,7,126425,Sprattus sprattus,130,7.5
NS-IBTS,1965,2,2,126417,Clupea harengus,120,0.666666
NS-IBTS,1965,2,2,126417,Clupea harengus,125,3.833333
NS-IBTS,1965,2,2,126417,Clupea harengus,130,6
NS-IBTS,1965,2,2,126417,Clupea harengus,135,10
NS-IBTS,1965,2,2,126417,Clupea harengus,140,14.333333
NS-IBTS,1965,2,2,126417,Clupea harengus,145,26
NS-IBTS,1965,2,2,126417,Clupea harengus,150,22.333333
NS-IBTS,1965,2,2,126417,Clupea harengus,155,24.833333
NS-IBTS,1965,2,2,126417,Clupea harengus,160,36.166666
NS-IBTS,1965,2,2,126417,Clupea harengus,165,57.666666
NS-IBTS,1965,2,2,126417,Clupea harengus,170,66.333333
NS-IBTS,1965,2,2,126417,Clupea harengus,175,54.5
NS-IBTS,1965,2,2,126417,Clupea harengus,180,47.5
NS-IBTS,1965,2,2,126417,Clupea harengus,185,23.5
NS-IBTS,1965,2,2,126417,Clupea harengus,190,11.666666
NS-IBTS,1965,2,2,126417,Clupea harengus,195,7.666666
NS-IBTS,1965,2,2,126417,Clupea harengus,200,4
NS-IBTS,1965,2,2,126417,Clupea harengus,205,0.666666
NS-IBTS,1965,2,2,126417,Clupea harengus,220,2
NS-IBTS,1965,2,2,126417,Clupea harengus,230,0.833333
NS-IBTS,1965,2,2,126417,Clupea harengus,240,1
NS-IBTS,1965,2,2,126417,Clupea harengus,245,0.5
NS-IBTS,1965,2,2,126417,Clupea harengus,255,0.5
NS-IBTS,1965,2,2,126425,Sprattus sprattus,80,2
NS-IBTS,1965,2,2,126425,Sprattus sprattus,85,3.5
NS-IBTS,1965,2,2,126425,Sprattus sprattus,90,3
NS-IBTS,1965,2,2,126425,Sprattus sprattus,95,2
NS-IBTS,1965,2,2,126425,Sprattus sprattus,100,2.5
NS-IBTS,1965,2,2,126425,Sprattus sprattus,105,23
NS-IBTS,1965,2,2,126425,Sprattus sprattus,110,78.5
NS-IBTS,1965,2,2,126425,Sprattus sprattus,115,131.666666
NS-IBTS,1965,2,2,126425,Sprattus sprattus,120,155.666666
NS-IBTS,1965,2,2,126425,Sprattus sprattus,125,92.166666
NS-IBTS,1965,2,2,126425,Sprattus sprattus,130,34
NS-IBTS,1965,2,2,126425,Sprattus sprattus,135,31.333333
NS-IBTS,1965,2,2,126425,Sprattus sprattus,140,15.166666
NS-IBTS,1965,2,2,126425,Sprattus sprattus,145,5.333333
NS-IBTS,1965,2,2,126425,Sprattus sprattus,150,5.5
NS-IBTS,1965,2,2,126425,Sprattus sprattus,155,3
NS-IBTS,1966,1,7,126417,Clupea harengus,90,0.285714
NS-IBTS,1966,1,7,126417,Clupea harengus,95,1
NS-IBTS,1966,1,7,126417,Clupea harengus,100,1
NS-IBTS,1966,1,7,126417,Clupea harengus,105,0.642857
NS-IBTS,1966,1,7,126417,Clupea harengus,110,0.571428
NS-IBTS,1966,1,7,126417,Clupea harengus,115,0.785714
NS-IBTS,1966,1,7,126417,Clupea harengus,120,1.952428
NS-IBTS,1966,1,7,126417,Clupea harengus,125,2.25
NS-IBTS,1966,1,7,126417,Clupea harengus,130,6.773856
NS-IBTS,1966,1,7,126417,Clupea harengus,135,18.392856
NS-IBTS,1966,1,7,126417,Clupea harengus,140,33.118999
NS-IBTS,1966,1,7,126417,Clupea harengus,145,87.392857
NS-IBTS,1966,1,7,126417,Clupea harengus,150,240.440428
NS-IBTS,1966,1,7,126417,Clupea harengus,155,543.083285
NS-IBTS,1966,1,7,126417,Clupea harengus,160,1178.868999
NS-IBTS,1966,1,7,126417,Clupea harengus,165,1080.440428
NS-IBTS,1966,1,7,126417,Clupea harengus,170,711.059571
NS-IBTS,1966,1,7,126417,Clupea harengus,175,276.881
NS-IBTS,1966,1,7,126417,Clupea harengus,180,92.631
NS-IBTS,1966,1,7,126417,Clupea harengus,185,41.345285
NS-IBTS,1966,1,7,126417,Clupea harengus,190,0.428571
NS-IBTS,1966,1,7,126417,Clupea harengus,195,0.952428
NS-IBTS,1966,1,7,126417,Clupea harengus,200,2.511857
NS-IBTS,1966,1,7,126417,Clupea harengus,205,2.047571
NS-IBTS,1966,1,7,126417,Clupea harengus,210,5.178571
NS-IBTS,1966,1,7,126417,Clupea harengus,215,3.178571
NS-IBTS,1966,1,7,126417,Clupea harengus,220,4.297571
NS-IBTS,1966,1,7,126417,Clupea harengus,225,4.071428
NS-IBTS,1966,1,7,126417,Clupea harengus,230,2.381
NS-IBTS,1966,1,7,126417,Clupea harengus,235,1
NS-IBTS,1966,1,7,126417,Clupea harengus,240,1.428571
NS-IBTS,1966,1,7,126417,Clupea harengus,245,0.809571
NS-IBTS,1966,1,7,126417,Clupea harengus,250,0.238142
NS-IBTS,1966,1,7,126417,Clupea harengus,255,0.095285
NS-IBTS,1966,1,7,126417,Clupea harengus,265,0.142857
NS-IBTS,1966,1,7,126417,Clupea harengus,280,0.035714
NS-IBTS,1966,1,7,126417,Clupea harengus,310,0.095285
NS-IBTS,1966,1,7,126425,Sprattus sprattus,0,0
NS-IBTS,1966,1,7,126425,Sprattus sprattus,45,0.75
NS-IBTS,1966,1,7,126425,Sprattus sprattus,50,0.75
NS-IBTS,1966,1,7,126425,Sprattus sprattus,55,1.5
NS-IBTS,1966,1,7,126425,Sprattus sprattus,60,15
NS-IBTS,1966,1,7,126425,Sprattus sprattus,65,9.75
NS-IBTS,1966,1,7,126425,Sprattus sprattus,70,9.5
NS-IBTS,1966,1,7,126425,Sprattus sprattus,75,7.25
NS-IBTS,1966,1,7,126425,Sprattus sprattus,80,6.5
NS-IBTS,1966,1,7,126425,Sprattus sprattus,85,9
NS-IBTS,1966,1,7,126425,Sprattus sprattus,90,22.25
NS-IBTS,1966,1,7,126425,Sprattus sprattus,95,26.5
NS-IBTS,1966,1,7,126425,Sprattus sprattus,100,12
NS-IBTS,1966,1,7,126425,Sprattus sprattus,105,3.75
NS-IBTS,1966,1,7,126425,Sprattus sprattus,110,2.75
NS-IBTS,1966,1,7,126425,Sprattus sprattus,115,5
NS-IBTS,1966,1,7,126425,Sprattus sprattus,120,3
NS-IBTS,1966,1,7,126425,Sprattus sprattus,125,1.5
NS-IBTS,1966,1,7,126425,Sprattus sprattus,130,0.75
NS-IBTS,1966,1,7,126425,Sprattus sprattus,140,0.5
NS-IBTS,1966,1,4,126417,Clupea harengus,250,5.25
NS-IBTS,1966,1,4,126417,Clupea harengus,255,2.25
NS-IBTS,1966,1,4,126417,Clupea harengus,260,1
NS-IBTS,1966,1,4,126417,Clupea harengus,265,1
NS-IBTS,1966,1,4,126417,Clupea harengus,275,0.16675
NS-IBTS,1966,1,4,126417,Clupea harengus,305,0.16675
NS-IBTS,1966,1,5,126417,Clupea harengus,155,4
NS-IBTS,1966,1,5,126417,Clupea harengus,160,8
NS-IBTS,1966,1,5,126417,Clupea harengus,185,8
NS-IBTS,1966,1,5,126417,Clupea harengus,205,4
NS-IBTS,1966,1,6,126417,Clupea harengus,0,0
NS-IBTS,1966,1,6,126417,Clupea harengus,105,0.041176
NS-IBTS,1966,1,6,126417,Clupea harengus,110,0.072529
NS-IBTS,1966,1,6,126417,Clupea harengus,115,0.117647
NS-IBTS,1966,1,6,126417,Clupea harengus,120,0.468647
NS-IBTS,1966,1,6,126417,Clupea harengus,125,1.361764
NS-IBTS,1966,1,6,126417,Clupea harengus,130,2.559764
NS-IBTS,1966,1,6,126417,Clupea harengus,135,6.006881
NS-IBTS,1966,1,6,126417,Clupea harengus,140,11.959823
NS-IBTS,1966,1,6,126417,Clupea harengus,145,25.486293
NS-IBTS,1966,1,6,126417,Clupea harengus,150,30.729352
NS-IBTS,1966,1,6,126417,Clupea harengus,155,32.655882
NS-IBTS,1966,1,6,126417,Clupea harengus,160,39.822588
NS-IBTS,1966,1,6,126417,Clupea harengus,165,49.622528
NS-IBTS,1966,1,6,126417,Clupea harengus,170,42.341176
NS-IBTS,1966,1,6,126417,Clupea harengus,175,28.481352
NS-IBTS,1966,1,6,126417,Clupea harengus,180,21.894058
NS-IBTS,1966,1,6,126417,Clupea harengus,185,7.570588
NS-IBTS,1966,1,6,126417,Clupea harengus,190,5.337235
NS-IBTS,1966,1,6,126417,Clupea harengus,195,7.032352
NS-IBTS,1966,1,6,126417,Clupea harengus,200,5.244117
NS-IBTS,1966,1,6,126417,Clupea harengus,205,3.631352
NS-IBTS,1966,1,6,126417,Clupea harengus,210,5.256823
NS-IBTS,1966,1,6,126417,Clupea harengus,215,1.571588
NS-IBTS,1966,1,6,126417,Clupea harengus,220,0.482352
NS-IBTS,1966,1,6,126417,Clupea harengus,225,0.236235
NS-IBTS,1966,1,6,126417,Clupea harengus,230,0.279411
NS-IBTS,1966,1,6,126417,Clupea harengus,235,0.069588
NS-IBTS,1966,1,6,126417,Clupea harengus,240,0.085294
NS-IBTS,1966,1,6,126417,Clupea harengus,245,0.066647
NS-IBTS,1966,1,6,126417,Clupea harengus,250,0.035294
NS-IBTS,1966,1,6,126417,Clupea harengus,260,0.029411
NS-IBTS,1966,1,6,126417,Clupea harengus,265,0.014705
NS-IBTS,1966,1,6,126417,Clupea harengus,270,0.023529
NS-IBTS,1966,1,6,126417,Clupea harengus,275,0.019588
NS-IBTS,1966,1,6,126417,Clupea harengus,280,0.011764
NS-IBTS,1966,1,6,126417,Clupea harengus,295,0.034294
NS-IBTS,1966,1,6,126425,Sprattus sprattus,0,0
NS-IBTS,1966,1,6,126425,Sprattus sprattus,35,0.928571
NS-IBTS,1966,1,6,126425,Sprattus sprattus,40,1.142857
NS-IBTS,1966,1,6,126425,Sprattus sprattus,45,7.119071
NS-IBTS,1966,1,6,126425,Sprattus sprattus,50,59.535714
NS-IBTS,1966,1,6,126425,Sprattus sprattus,55,101.630928
NS-IBTS,1966,1,6,126425,Sprattus sprattus,60,129.178571
NS-IBTS,1966,1,6,126425,Sprattus sprattus,65,116.928571
NS-IBTS,1966,1,6,126425,Sprattus sprattus,70,150.601214
NS-IBTS,1966,1,6,126425,Sprattus sprattus,75,153.303571
NS-IBTS,1966,1,6,126425,Sprattus sprattus,80,149.815499
NS-IBTS,1966,1,6,126425,Sprattus sprattus,85,234.684499
NS-IBTS,1966,1,6,126425,Sprattus sprattus,90,323.892857
NS-IBTS,1966,1,6,126425,Sprattus sprattus,95,252.142856
NS-IBTS,1966,1,6,126425,Sprattus sprattus,100,100.172642
NS-IBTS,1966,1,6,126425,Sprattus sprattus,105,67.559499
NS-IBTS,1966,1,6,126425,Sprattus sprattus,110,61.869071
NS-IBTS,1966,1,6,126425,Sprattus sprattus,115,48.708357
NS-IBTS,1966,1,6,126425,Sprattus sprattus,120,43.607142
NS-IBTS,1966,1,6,126425,Sprattus sprattus,125,7.845214
NS-IBTS,1966,1,6,126425,Sprattus sprattus,130,21.309499
NS-IBTS,1966,1,6,126425,Sprattus sprattus,135,1.178571
NS-IBTS,1966,1,6,126425,Sprattus sprattus,140,1.273785
NS-IBTS,1966,1,4,126417,Clupea harengus,125,1
NS-IBTS,1966,1,4,126417,Clupea harengus,140,5.33325
NS-IBTS,1966,1,4,126417,Clupea harengus,145,2.5
NS-IBTS,1966,1,4,126417,Clupea harengus,150,11.66675
NS-IBTS,1966,1,4,126417,Clupea harengus,155,31.83325
NS-IBTS,1966,1,4,126417,Clupea harengus,160,92.91675
NS-IBTS,1966,1,4,126417,Clupea harengus,165,191.75
NS-IBTS,1966,1,4,126417,Clupea harengus,170,271.16675
NS-IBTS,1966,1,4,126417,Clupea harengus,175,257.33325
NS-IBTS,1966,1,4,126417,Clupea harengus,180,217
NS-IBTS,1966,1,4,126417,Clupea harengus,185,117.08325
NS-IBTS,1966,1,4,126417,Clupea harengus,190,92.66675
NS-IBTS,1966,1,4,126417,Clupea harengus,195,96.16675
NS-IBTS,1966,1,4,126417,Clupea harengus,200,177.83325
NS-IBTS,1966,1,4,126417,Clupea harengus,205,183.91675
NS-IBTS,1966,1,4,126417,Clupea harengus,210,195.91675
NS-IBTS,1966,1,4,126417,Clupea harengus,215,126.91675
NS-IBTS,1966,1,4,126417,Clupea harengus,220,99.66675
NS-IBTS,1966,1,4,126417,Clupea harengus,225,53.33325
NS-IBTS,1966,1,4,126417,Clupea harengus,230,55.08325
NS-IBTS,1966,1,4,126417,Clupea harengus,235,38.416749
NS-IBTS,1966,1,4,126417,Clupea harengus,240,17
NS-IBTS,1966,1,4,126417,Clupea harengus,245,9.5
NS-IBTS,1966,1,2,126417,Clupea harengus,0,0
NS-IBTS,1966,1,2,126417,Clupea harengus,125,0.125
NS-IBTS,1966,1,2,126417,Clupea harengus,130,0.125
NS-IBTS,1966,1,2,126417,Clupea harengus,135,1.125
NS-IBTS,1966,1,2,126417,Clupea harengus,140,0.624999
NS-IBTS,1966,1,2,126417,Clupea harengus,145,1.125
NS-IBTS,1966,1,2,126417,Clupea harengus,150,3.916624
NS-IBTS,1966,1,2,126417,Clupea harengus,155,14.775
NS-IBTS,1966,1,2,126417,Clupea harengus,160,27.916624
NS-IBTS,1966,1,2,126417,Clupea harengus,165,42.874999
NS-IBTS,1966,1,2,126417,Clupea harengus,170,51.666625
NS-IBTS,1966,1,2,126417,Clupea harengus,175,47.958375
NS-IBTS,1966,1,2,126417,Clupea harengus,180,31.958375
NS-IBTS,1966,1,2,126417,Clupea harengus,185,15.791625
NS-IBTS,1966,1,2,126417,Clupea harengus,190,12.791625
NS-IBTS,1966,1,2,126417,Clupea harengus,195,17.874999
NS-IBTS,1966,1,2,126417,Clupea harengus,200,18.333375
NS-IBTS,1966,1,2,126417,Clupea harengus,205,16.083375
NS-IBTS,1966,1,2,126417,Clupea harengus,210,37.416624
NS-IBTS,1966,1,2,126417,Clupea harengus,215,28.75
NS-IBTS,1966,1,2,126417,Clupea harengus,220,33.375
NS-IBTS,1966,1,2,126417,Clupea harengus,225,19.708374
NS-IBTS,1966,1,2,126417,Clupea harengus,230,21.291625
NS-IBTS,1966,1,2,126417,Clupea harengus,235,8.791624
NS-IBTS,1966,1,2,126417,Clupea harengus,240,10.625
NS-IBTS,1966,1,2,126417,Clupea harengus,245,5.083375
NS-IBTS,1966,1,2,126417,Clupea harengus,250,1.458375
NS-IBTS,1966,1,2,126417,Clupea harengus,255,1.458375
