Survey,Year,Quarter,Area,AphiaID,Species,LngtClass,Herring CPUE
BITS,1991,1,25,126417,Clupea harengus,200,42.204663
BITS,1991,1,25,126417,Clupea harengus,205,29.617661
BITS,1991,1,25,126417,Clupea harengus,210,48.950145
BITS,1991,1,25,126417,Clupea harengus,215,21.908302
BITS,1991,1,25,126417,Clupea harengus,220,19.278537
BITS,1991,1,25,126417,Clupea harengus,225,21.442891
BITS,1991,1,25,126417,Clupea harengus,230,23.693162
BITS,1991,1,25,126417,Clupea harengus,235,23.189901
BITS,1991,1,25,126417,Clupea harengus,240,29.461245
BITS,1991,1,25,126417,Clupea harengus,245,11.042041
BITS,1991,1,25,126417,Clupea harengus,250,15.161789
BITS,1991,1,25,126417,Clupea harengus,255,9.103274
BITS,1991,1,25,126417,Clupea harengus,260,16.548994
BITS,1991,1,25,126417,Clupea harengus,265,7.841122
BITS,1991,1,25,126417,Clupea harengus,270,6.664881
BITS,1991,1,25,126417,Clupea harengus,275,6.270761
BITS,1991,1,25,126417,Clupea harengus,280,3.484959
BITS,1991,1,25,126417,Clupea harengus,285,2.224119
BITS,1991,1,25,126417,Clupea harengus,290,0.68141
BITS,1991,1,25,126417,Clupea harengus,295,0.05179
BITS,1991,1,25,126417,Clupea harengus,300,0.293899
BITS,1991,1,25,126417,Clupea harengus,305,0.036703
BITS,1991,1,25,126417,Clupea harengus,310,0.169108
BITS,1991,1,25,126417,Clupea harengus,320,0.169108
BITS,1991,1,26,126417,Clupea harengus,0,0
BITS,1991,1,26,126417,Clupea harengus,95,1.001965
BITS,1991,1,26,126417,Clupea harengus,100,0.835859
BITS,1991,1,26,126417,Clupea harengus,105,3.711703
BITS,1991,1,26,126417,Clupea harengus,110,13.52615
BITS,1991,1,26,126417,Clupea harengus,115,36.573204
BITS,1991,1,26,126417,Clupea harengus,120,65.359835
BITS,1991,1,26,126417,Clupea harengus,125,111.443104
BITS,1991,1,26,126417,Clupea harengus,130,152.593933
BITS,1991,1,26,126417,Clupea harengus,135,126.969822
BITS,1991,1,26,126417,Clupea harengus,140,84.577461
BITS,1991,1,26,126417,Clupea harengus,145,55.184291
BITS,1991,1,26,126417,Clupea harengus,150,34.225994
BITS,1991,1,26,126417,Clupea harengus,155,23.202745
BITS,1991,1,26,126417,Clupea harengus,160,55.011426
BITS,1991,1,26,126417,Clupea harengus,165,50.093771
BITS,1991,1,26,126417,Clupea harengus,170,62.246635
BITS,1991,1,26,126417,Clupea harengus,175,79.026852
BITS,1991,1,26,126417,Clupea harengus,180,86.717026
BITS,1991,1,26,126417,Clupea harengus,185,94.397693
BITS,1991,1,26,126417,Clupea harengus,190,94.508288
BITS,1991,1,26,126417,Clupea harengus,195,100.140307
BITS,1991,1,26,126417,Clupea harengus,200,121.683873
BITS,1991,1,26,126417,Clupea harengus,205,122.392848
BITS,1991,1,26,126417,Clupea harengus,210,140.00446
BITS,1991,1,26,126417,Clupea harengus,215,110.566089
BITS,1991,1,26,126417,Clupea harengus,220,113.641498
BITS,1991,1,26,126417,Clupea harengus,225,124.074378
BITS,1991,1,26,126417,Clupea harengus,230,123.250063
BITS,1991,1,26,126417,Clupea harengus,235,119.846803
BITS,1991,1,26,126417,Clupea harengus,240,101.336669
BITS,1991,1,26,126417,Clupea harengus,245,89.180564
BITS,1991,1,26,126417,Clupea harengus,250,58.918238
BITS,1991,1,26,126417,Clupea harengus,255,40.07648
BITS,1991,1,26,126417,Clupea harengus,260,19.71863
BITS,1991,1,26,126417,Clupea harengus,265,8.989773
BITS,1991,1,26,126417,Clupea harengus,270,8.764631
BITS,1991,1,26,126417,Clupea harengus,275,3.115863
BITS,1991,1,26,126417,Clupea harengus,280,2.12431
BITS,1991,1,26,126417,Clupea harengus,285,0.686613
BITS,1991,1,26,126417,Clupea harengus,290,1.090882
BITS,1991,1,26,126417,Clupea harengus,295,1.67153
BITS,1991,1,26,126417,Clupea harengus,300,0.351786
BITS,1991,1,26,126417,Clupea harengus,305,0.14126
BITS,1991,1,26,126417,Clupea harengus,310,0.206394
BITS,1991,1,26,126417,Clupea harengus,315,0.239548
BITS,1991,1,26,126417,Clupea harengus,325,0.135551
BITS,1991,1,27,126417,Clupea harengus,0,0
BITS,1991,1,28,126417,Clupea harengus,0,0
BITS,1991,1,28,126417,Clupea harengus,105,1.2907
BITS,1991,1,28,126417,Clupea harengus,135,1.367274
BITS,1991,1,28,126417,Clupea harengus,140,2.756231
BITS,1991,1,28,126417,Clupea harengus,145,6.108782
BITS,1991,1,28,126417,Clupea harengus,150,7.020168
BITS,1991,1,28,126417,Clupea harengus,155,19.28441
BITS,1991,1,28,126417,Clupea harengus,160,15.833604
BITS,1991,1,28,126417,Clupea harengus,165,27.216316
BITS,1991,1,28,126417,Clupea harengus,170,26.326415
BITS,1991,1,28,126417,Clupea harengus,175,20.630004
BITS,1991,1,28,126417,Clupea harengus,180,33.285799
BITS,1991,1,28,126417,Clupea harengus,185,30.095361
BITS,1991,1,28,126417,Clupea harengus,190,33.958499
BITS,1991,1,28,126417,Clupea harengus,195,31.786113
BITS,1991,1,28,126417,Clupea harengus,200,28.433757
BITS,1991,1,28,126417,Clupea harengus,205,18.106373
BITS,1991,1,28,126417,Clupea harengus,210,39.722122
BITS,1991,1,28,126417,Clupea harengus,215,30.482978
BITS,1991,1,28,126417,Clupea harengus,220,36.387189
BITS,1991,1,28,126417,Clupea harengus,225,29.727491
BITS,1991,1,28,126417,Clupea harengus,230,29.366825
BITS,1991,1,28,126417,Clupea harengus,235,20.097696
BITS,1991,1,28,126417,Clupea harengus,240,16.837353
BITS,1991,1,28,126417,Clupea harengus,245,21.519709
BITS,1991,1,28,126417,Clupea harengus,250,11.599563
BITS,1991,1,28,126417,Clupea harengus,255,17.417885
BITS,1991,1,28,126417,Clupea harengus,260,11.927104
BITS,1991,1,28,126417,Clupea harengus,265,8.476297
BITS,1991,1,28,126417,Clupea harengus,270,4.340512
BITS,1991,1,28,126417,Clupea harengus,275,2.517543
BITS,1991,1,28,126417,Clupea harengus,285,1.367274
BITS,1991,1,28,126417,Clupea harengus,290,0.911581
BITS,1991,1,28,126417,Clupea harengus,300,0.911581
BITS,1991,3,24,126417,Clupea harengus,115,1.727219
BITS,1991,3,24,126417,Clupea harengus,120,2.391534
BITS,1991,3,24,126417,Clupea harengus,125,3.255144
BITS,1991,3,24,126417,Clupea harengus,130,0.863609
BITS,1991,3,24,126417,Clupea harengus,145,1.395061
BITS,1991,3,24,126417,Clupea harengus,155,3.454438
BITS,1991,3,24,126417,Clupea harengus,160,11.027632
BITS,1991,3,24,126417,Clupea harengus,165,26.838333
BITS,1991,3,24,126417,Clupea harengus,170,23.848915
BITS,1991,3,24,126417,Clupea harengus,175,46.302768
BITS,1991,3,24,126417,Clupea harengus,180,56.666085
BITS,1991,3,24,126417,Clupea harengus,185,43.512644
BITS,1991,3,24,126417,Clupea harengus,190,45.107
BITS,1991,3,24,126417,Clupea harengus,195,58.65903
BITS,1991,3,24,126417,Clupea harengus,200,70.948861
BITS,1991,3,24,126417,Clupea harengus,205,61.249859
BITS,1991,3,24,126417,Clupea harengus,210,45.638453
BITS,1991,3,24,126417,Clupea harengus,215,51.2187
BITS,1991,3,24,126417,Clupea harengus,220,26.041155
BITS,1991,3,24,126417,Clupea harengus,225,20.062318
BITS,1991,3,24,126417,Clupea harengus,230,15.943564
BITS,1991,3,24,126417,Clupea harengus,235,13.020577
BITS,1991,3,24,126417,Clupea harengus,240,21.988832
BITS,1991,3,24,126417,Clupea harengus,245,14.216344
BITS,1991,3,24,126417,Clupea harengus,250,10.894769
BITS,1991,3,24,126417,Clupea harengus,255,5.447384
BITS,1991,3,24,126417,Clupea harengus,260,4.583774
BITS,1991,3,24,126417,Clupea harengus,265,6.975309
BITS,1991,3,24,126417,Clupea harengus,270,1.594356
BITS,1991,3,24,126417,Clupea harengus,275,0.996472
BITS,1991,3,24,126417,Clupea harengus,280,1.594356
BITS,1991,3,24,126417,Clupea harengus,290,0.664315
BITS,1991,3,25,126417,Clupea harengus,85,1.068086
BITS,1991,3,25,126417,Clupea harengus,100,1.068086
BITS,1991,3,25,126417,Clupea harengus,115,0.679532
BITS,1991,3,25,126417,Clupea harengus,125,1.349687
BITS,1991,3,25,126417,Clupea harengus,130,3.243108
BITS,1991,3,25,126417,Clupea harengus,135,4.272053
BITS,1991,3,25,126417,Clupea harengus,140,3.203967
BITS,1991,3,25,126417,Clupea harengus,145,11.204216
BITS,1991,3,25,126417,Clupea harengus,150,14.243548
BITS,1991,3,25,126417,Clupea harengus,155,47.130525
BITS,1991,3,25,126417,Clupea harengus,160,70.18984
BITS,1991,3,25,126417,Clupea harengus,165,96.143717
BITS,1991,3,25,126417,Clupea harengus,170,122.758274
BITS,1991,3,25,126417,Clupea harengus,175,157.615182
BITS,1991,3,25,126417,Clupea harengus,180,179.587695
BITS,1991,3,25,126417,Clupea harengus,185,167.927574
BITS,1991,3,25,126417,Clupea harengus,190,168.177934
BITS,1991,3,25,126417,Clupea harengus,195,156.119077
BITS,1991,3,25,126417,Clupea harengus,200,164.09932
BITS,1991,3,25,126417,Clupea harengus,205,117.251441
BITS,1991,3,25,126417,Clupea harengus,210,103.182252
BITS,1991,3,25,126417,Clupea harengus,215,87.841037
BITS,1991,3,25,126417,Clupea harengus,220,83.821923
BITS,1991,3,25,126417,Clupea harengus,225,70.695521
BITS,1991,3,25,126417,Clupea harengus,230,68.393925
BITS,1991,3,25,126417,Clupea harengus,235,59.461523
BITS,1991,3,25,126417,Clupea harengus,240,48.266375
BITS,1991,3,25,126417,Clupea harengus,245,43.800707
BITS,1991,3,25,126417,Clupea harengus,250,42.275076
BITS,1991,3,25,126417,Clupea harengus,255,25.118723
BITS,1991,3,25,126417,Clupea harengus,260,19.681178
BITS,1991,3,25,126417,Clupea harengus,265,11.156302
BITS,1991,3,25,126417,Clupea harengus,270,10.650972
BITS,1991,3,25,126417,Clupea harengus,275,9.699785
BITS,1991,3,25,126417,Clupea harengus,280,2.339975
BITS,1991,3,25,126417,Clupea harengus,285,2.990528
BITS,1991,3,25,126417,Clupea harengus,295,2.252746
BITS,1991,3,25,126417,Clupea harengus,305,1.476024
BITS,1991,3,26,126417,Clupea harengus,0,0
BITS,1991,3,27,126417,Clupea harengus,90,0.888242
BITS,1991,3,27,126417,Clupea harengus,100,1.161547
BITS,1991,3,27,126417,Clupea harengus,105,1.161547
BITS,1991,3,27,126417,Clupea harengus,110,0.580773
BITS,1991,3,27,126417,Clupea harengus,115,0.990731
BITS,1991,3,27,126417,Clupea harengus,135,0.409958
BITS,1991,3,27,126417,Clupea harengus,140,1.605668
BITS,1991,3,27,126417,Clupea harengus,145,1.400689
BITS,1991,3,27,126417,Clupea harengus,150,5.571205
BITS,1991,3,27,126417,Clupea harengus,155,4.6488
BITS,1991,3,27,126417,Clupea harengus,160,19.720265
BITS,1991,3,27,126417,Clupea harengus,165,24.440001
BITS,1991,3,27,126417,Clupea harengus,170,37.49816
BITS,1991,3,27,126417,Clupea harengus,175,44.265366
BITS,1991,3,27,126417,Clupea harengus,180,70.82428
BITS,1991,3,27,126417,Clupea harengus,185,79.991281
BITS,1991,3,27,126417,Clupea harengus,190,108.335552
BITS,1991,3,27,126417,Clupea harengus,195,109.29799
BITS,1991,3,27,126417,Clupea harengus,200,122.561127
BITS,1991,3,27,126417,Clupea harengus,205,97.126714
BITS,1991,3,27,126417,Clupea harengus,210,114.090111
BITS,1991,3,27,126417,Clupea harengus,215,68.565636
BITS,1991,3,27,126417,Clupea harengus,220,82.007973
BITS,1991,3,27,126417,Clupea harengus,225,55.655098
BITS,1991,3,27,126417,Clupea harengus,230,58.931053
BITS,1991,3,27,126417,Clupea harengus,235,31.494176
BITS,1991,3,27,126417,Clupea harengus,240,43.155603
BITS,1991,3,27,126417,Clupea harengus,245,27.216306
BITS,1991,3,27,126417,Clupea harengus,250,22.909908
BITS,1991,3,27,126417,Clupea harengus,255,24.217156
BITS,1991,3,27,126417,Clupea harengus,260,21.852954
BITS,1991,3,27,126417,Clupea harengus,265,13.538682
BITS,1991,3,27,126417,Clupea harengus,270,7.077829
BITS,1991,3,27,126417,Clupea harengus,275,6.087097
BITS,1991,3,27,126417,Clupea harengus,280,3.728819
BITS,1991,3,27,126417,Clupea harengus,285,3.213987
BITS,1991,3,27,126417,Clupea harengus,290,0.409958
BITS,1991,3,27,126417,Clupea harengus,300,0.308263
BITS,1991,3,28,126417,Clupea harengus,0,0
BITS,1991,3,28,126417,Clupea harengus,130,0.52196
BITS,1991,3,28,126417,Clupea harengus,135,1.409292
BITS,1991,3,28,126417,Clupea harengus,140,8.765322
BITS,1991,3,28,126417,Clupea harengus,145,25.945072
BITS,1991,3,28,126417,Clupea harengus,150,20.281279
BITS,1991,3,28,126417,Clupea harengus,155,19.958351
BITS,1991,3,28,126417,Clupea harengus,160,26.398654
BITS,1991,3,28,126417,Clupea harengus,165,25.194275
BITS,1991,3,28,126417,Clupea harengus,170,24.287742
BITS,1991,3,28,126417,Clupea harengus,175,33.233069
BITS,1991,3,28,126417,Clupea harengus,180,25.013172
BITS,1991,3,28,126417,Clupea harengus,185,21.511183
BITS,1991,3,28,126417,Clupea harengus,190,33.565782
BITS,1991,3,28,126417,Clupea harengus,195,41.121599
BITS,1991,3,28,126417,Clupea harengus,200,44.543858
BITS,1991,3,28,126417,Clupea harengus,205,30.778905
BITS,1991,3,28,126417,Clupea harengus,210,40.607217
BITS,1991,3,28,126417,Clupea harengus,215,29.311863
BITS,1991,3,28,126417,Clupea harengus,220,29.824301
BITS,1991,3,28,126417,Clupea harengus,225,26.734656
BITS,1991,3,28,126417,Clupea harengus,230,21.476514
BITS,1991,3,28,126417,Clupea harengus,235,19.795505
BITS,1991,3,28,126417,Clupea harengus,240,12.212696
BITS,1991,3,28,126417,Clupea harengus,245,10.791814
BITS,1991,3,28,126417,Clupea harengus,250,6.959639
BITS,1991,3,28,126417,Clupea harengus,255,7.389354
BITS,1991,3,28,126417,Clupea harengus,260,5.152273
BITS,1991,3,28,126417,Clupea harengus,265,9.190576
BITS,1991,3,28,126417,Clupea harengus,270,1.200508
BITS,1991,3,28,126417,Clupea harengus,275,1.015689
BITS,1991,3,28,126417,Clupea harengus,280,2.348755
BITS,1991,3,28,126417,Clupea harengus,285,2.296493
BITS,1991,3,28,126417,Clupea harengus,290,0.39147
BITS,1991,4,22,126417,Clupea harengus,0,0
BITS,1991,4,22,126417,Clupea harengus,70,0.022062
BITS,1991,4,22,126417,Clupea harengus,85,0.022062
BITS,1991,4,22,126417,Clupea harengus,90,0.043708
BITS,1991,4,22,126417,Clupea harengus,95,0.109478
BITS,1991,4,22,126417,Clupea harengus,100,0.087832
BITS,1991,4,22,126417,Clupea harengus,105,0.284728
BITS,1991,4,22,126417,Clupea harengus,110,0.218957
BITS,1991,4,22,126417,Clupea harengus,115,0.153187
BITS,1991,4,22,126417,Clupea harengus,120,0.153187
BITS,1991,4,22,126417,Clupea harengus,125,0.06577
BITS,1991,4,22,126417,Clupea harengus,130,0.043708
BITS,1991,4,22,126417,Clupea harengus,135,0.043708
BITS,1991,4,22,126417,Clupea harengus,140,0.109478
BITS,1991,4,22,126417,Clupea harengus,155,0.022062
BITS,1991,4,22,126417,Clupea harengus,165,0.043708
BITS,1991,4,22,126417,Clupea harengus,170,0.022062
BITS,1991,4,22,126417,Clupea harengus,175,0.087832
BITS,1991,4,22,126417,Clupea harengus,180,0.022062
BITS,1991,4,22,126417,Clupea harengus,185,0.043708
BITS,1991,4,22,126417,Clupea harengus,190,0.131541
BITS,1991,4,22,126417,Clupea harengus,195,0.022062
BITS,1991,4,22,126417,Clupea harengus,200,0.109478
BITS,1991,4,22,126417,Clupea harengus,205,0.131541
BITS,1991,4,22,126417,Clupea harengus,210,0.259122
BITS,1991,4,22,126417,Clupea harengus,215,0.06577
BITS,1991,4,22,126417,Clupea harengus,220,0.259122
BITS,1991,4,22,126417,Clupea harengus,225,0.022062
BITS,1991,4,22,126417,Clupea harengus,235,0.043708
BITS,1991,4,22,126417,Clupea harengus,240,0.06577
BITS,1991,4,22,126417,Clupea harengus,250,0.043708
BITS,1991,4,22,126417,Clupea harengus,265,0.022062
BITS,1991,4,22,126417,Clupea harengus,340,0.022062
BITS,1991,4,24,126417,Clupea harengus,0,0
BITS,1991,4,24,126417,Clupea harengus,65,0.035341
BITS,1991,4,24,126417,Clupea harengus,70,0.035341
BITS,1991,4,24,126417,Clupea harengus,80,0.035341
BITS,1991,4,24,126417,Clupea harengus,85,0.159435
BITS,1991,4,24,126417,Clupea harengus,90,2.049723
BITS,1991,4,24,126417,Clupea harengus,95,3.821156
BITS,1991,4,24,126417,Clupea harengus,100,5.18936
BITS,1991,4,24,126417,Clupea harengus,105,7.51218
BITS,1991,4,24,126417,Clupea harengus,110,14.993073
BITS,1991,4,24,126417,Clupea harengus,115,18.278173
BITS,1991,4,24,126417,Clupea harengus,120,30.754123
BITS,1991,4,24,126417,Clupea harengus,125,25.604827
BITS,1991,4,24,126417,Clupea harengus,130,33.192796
BITS,1991,4,24,126417,Clupea harengus,135,18.380021
BITS,1991,4,24,126417,Clupea harengus,140,14.195876
BITS,1991,4,24,126417,Clupea harengus,145,9.052188
BITS,1991,4,24,126417,Clupea harengus,150,11.998112
BITS,1991,4,24,126417,Clupea harengus,155,4.825433
BITS,1991,4,24,126417,Clupea harengus,160,5.038223
BITS,1991,4,24,126417,Clupea harengus,165,5.132145
BITS,1991,4,24,126417,Clupea harengus,170,19.456298
BITS,1991,4,24,126417,Clupea harengus,175,15.792473
BITS,1991,4,24,126417,Clupea harengus,180,42.643342
BITS,1991,4,24,126417,Clupea harengus,185,32.738908
BITS,1991,4,24,126417,Clupea harengus,190,50.783367
BITS,1991,4,24,126417,Clupea harengus,195,35.769044
BITS,1991,4,24,126417,Clupea harengus,200,41.38215
BITS,1991,4,24,126417,Clupea harengus,205,40.310452
BITS,1991,4,24,126417,Clupea harengus,210,46.804329
BITS,1991,4,24,126417,Clupea harengus,215,40.718574
BITS,1991,4,24,126417,Clupea harengus,220,44.617953
BITS,1991,4,24,126417,Clupea harengus,225,24.437811
BITS,1991,4,24,126417,Clupea harengus,230,32.268122
BITS,1991,4,24,126417,Clupea harengus,235,20.806036
BITS,1991,4,24,126417,Clupea harengus,240,28.406008
BITS,1991,4,24,126417,Clupea harengus,245,15.318441
BITS,1991,4,24,126417,Clupea harengus,250,20.735196
BITS,1991,4,24,126417,Clupea harengus,255,13.186988
BITS,1991,4,24,126417,Clupea harengus,260,11.511875
BITS,1991,4,24,126417,Clupea harengus,265,5.137645
BITS,1991,4,24,126417,Clupea harengus,270,5.660559
BITS,1991,4,24,126417,Clupea harengus,275,2.979742
BITS,1991,4,24,126417,Clupea harengus,280,2.709753
BITS,1991,4,24,126417,Clupea harengus,285,0.708945
BITS,1991,4,24,126417,Clupea harengus,290,1.797272
BITS,1991,4,24,126417,Clupea harengus,295,0.199559
BITS,1991,4,24,126417,Clupea harengus,300,0.06642
BITS,1991,4,24,126417,Clupea harengus,305,0.199559
BITS,1991,4,24,126417,Clupea harengus,315,0.035341
BITS,1992,1,21,126417,Clupea harengus,120,17.451728
BITS,1992,1,21,126417,Clupea harengus,130,104.710372
BITS,1992,1,21,126417,Clupea harengus,135,131.237
BITS,1992,1,21,126417,Clupea harengus,140,157.065559
BITS,1992,1,21,126417,Clupea harengus,145,201.043915
BITS,1992,1,21,126417,Clupea harengus,150,166.140458
BITS,1992,1,21,126417,Clupea harengus,155,113.785271
BITS,1992,1,21,126417,Clupea harengus,160,113.785271
BITS,1992,1,21,126417,Clupea harengus,165,43.280287
BITS,1992,1,21,126417,Clupea harengus,170,34.903457
BITS,1992,1,21,126417,Clupea harengus,175,87.258643
BITS,1992,1,21,126417,Clupea harengus,180,25.828558
BITS,1992,1,21,126417,Clupea harengus,185,52.355186
BITS,1992,1,21,126417,Clupea harengus,190,17.451728
BITS,1992,1,21,126417,Clupea harengus,195,8.376829
BITS,1992,1,21,126417,Clupea harengus,200,17.451728
BITS,1992,1,21,126417,Clupea harengus,205,8.376829
BITS,1992,1,21,126417,Clupea harengus,210,8.376829
BITS,1992,1,21,126417,Clupea harengus,215,17.451728
BITS,1992,1,21,126417,Clupea harengus,220,43.280287
BITS,1992,1,21,126417,Clupea harengus,225,43.280287
BITS,1992,1,21,126417,Clupea harengus,230,25.828558
BITS,1992,1,21,126417,Clupea harengus,255,8.376829
BITS,1992,1,21,126417,Clupea harengus,260,8.376829
BITS,1992,1,22,126417,Clupea harengus,0,0
BITS,1992,1,22,126417,Clupea harengus,65,0.01998
BITS,1992,1,22,126417,Clupea harengus,70,0.049536
BITS,1992,1,22,126417,Clupea harengus,75,0.148608
BITS,1992,1,22,126417,Clupea harengus,80,0.099072
BITS,1992,1,22,126417,Clupea harengus,85,0.138617
BITS,1992,1,22,126417,Clupea harengus,90,0.039545
BITS,1992,1,22,126417,Clupea harengus,95,0.351307
BITS,1992,1,22,126417,Clupea harengus,100,0.331326
BITS,1992,1,22,126417,Clupea harengus,105,0.559442
BITS,1992,1,22,126417,Clupea harengus,110,0.376724
